Rank,Author,Genre,AuthorAvg,Title,SeriesName,SeriesNum,SeriesAvg,PubYear,Pages,AgeCategory,AvgRating,ReviewCount,EstimatedStartDate,EstimatedCompletionDate,Url
1,Travis Baldree,Fantasy,4.459,"House of Blades (The Traveler's Gate Trilogy, 1)",,,,2013,,Young Adult,4.07,18153,,,https://www.goodreads.com/book/show/61237606-house-of-blades
1,Travis Baldree,Fantasy,4.459,"The Crimson Vault (The Traveler's Gate Trilogy, 2)",,,,2013,,Young Adult,4.18,13699,,,https://www.goodreads.com/book/show/61237607-the-crimson-vault
1,Travis Baldree,Fantasy,4.459,"City of Light (The Traveler's Gate Trilogy, 3)",,,,2014,,Young Adult,4.17,12150,,,https://www.goodreads.com/book/show/61237608-city-of-light
1,Travis Baldree,Fantasy,4.459,"Unsouled (Cradle, #1)","Cradle,",1,4.47,2016,9,Young Adult,4.15,55264,2026-01-01,2026-01-01,https://www.goodreads.com/book/show/41576813-unsouled
1,Travis Baldree,Fantasy,4.459,"Soulsmith (Cradle, #2)","Cradle,",2,4.47,2016,8,Young Adult,4.33,40111,2026-01-11,2026-01-11,https://www.goodreads.com/book/show/43303167-soulsmith
1,Travis Baldree,Fantasy,4.459,"Skysworn (Cradle, #4)","Cradle,",4,4.47,2017,300,,4.38,34786,2026-01-25,2026-02-12,https://www.goodreads.com/book/show/49719105-skysworn
1,Travis Baldree,Fantasy,4.459,"Ghostwater (Cradle, #5)","Cradle,",5,4.47,2018,,,4.56,33897,,,https://www.goodreads.com/book/show/44325067-ghostwater
1,Travis Baldree,Fantasy,4.459,"Underlord (Cradle, #6)","Cradle,",6,4.47,2019,,,4.61,33165,,,https://www.goodreads.com/book/show/44453473-underlord
1,Travis Baldree,Fantasy,4.459,"Uncrowned  (Cradle, #7)","Cradle,",7,4.47,2019,10,Young Adult,4.57,31991,2026-02-22,2026-02-22,https://www.goodreads.com/book/show/49901228-uncrowned
1,Travis Baldree,Fantasy,4.459,"Bloodline (Cradle, #9)","Cradle,",9,4.47,2021,,Young Adult,4.5,28977,,,https://www.goodreads.com/book/show/59079715-bloodline
1,Travis Baldree,Fantasy,4.459,"Reaper (Cradle, #10)","Cradle,",10,4.47,2021,,,4.66,28421,,,https://www.goodreads.com/book/show/228315365-reaper
1,Travis Baldree,Fantasy,4.459,Blackflame,,,,2017,,Young Adult,4.51,36947,,,https://www.goodreads.com/book/show/228561648-blackflame
1,Travis Baldree,Fantasy,4.459,"Wintersteel (Cradle, 8)",,,,2020,,,4.69,31292,,,https://www.goodreads.com/book/show/59785859-wintersteel
1,Travis Baldree,Fantasy,4.459,"Beware of Chicken: A Xianxia Cultivation Novel: Beware of Chicken, Book 1",,,,2022,700,,4.49,12396,2026-03-08,2026-04-23,https://www.goodreads.com/book/show/224235932-beware-of-chicken
1,Travis Baldree,Fantasy,4.459,"Dreadgod (Cradle, 11)",,,,2022,,,4.62,25467,,,https://www.goodreads.com/book/show/61426264-dreadgod
1,Travis Baldree,Fantasy,4.459,The Primal Hunter (The Primal Hunter #1),The Primal Hunter,1,4.37,2022,21,,4.26,18652,2026-05-03,2026-05-04,https://www.goodreads.com/book/show/62362934-the-primal-hunter
1,Travis Baldree,Fantasy,4.459,The Primal Hunter 2 (The Primal Hunter #2),The Primal Hunter,2,4.37,2022,20,,4.48,12832,2026-05-17,2026-05-17,https://www.goodreads.com/book/show/79202504-the-primal-hunter-2
1,Travis Baldree,Fantasy,4.459,"The Primal Hunter 3 (The Primal Hunter, #3)","The Primal Hunter,",3,4.53,2022,19,,4.52,11776,2026-05-31,2026-05-31,https://www.goodreads.com/book/show/79204996-the-primal-hunter-3
1,Travis Baldree,Fantasy,4.459,"The Primal Hunter 4 (The Primal Hunter, #4)","The Primal Hunter,",4,4.53,2022,21,,4.53,11179,2026-06-14,2026-06-15,https://www.goodreads.com/book/show/79206659-the-primal-hunter-4
1,Travis Baldree,Fantasy,4.459,"The Primal Hunter 5 (The Primal Hunter, #5)","The Primal Hunter,",5,4.53,2023,18,,4.54,10511,2026-06-28,2026-06-28,https://www.goodreads.com/book/show/220703499-the-primal-hunter-5
1,Travis Baldree,Fantasy,4.459,Waybound (Cradle #12),Cradle,12,4.62,2023,17,,4.62,22110,2026-07-12,2026-07-12,https://www.goodreads.com/book/show/206666325-waybound
1,Travis Baldree,Fantasy,4.459,The Eye of the Bedlam Bride (Dungeon Crawler Carl #6),Dungeon Crawler Carl,6,4.66,2023,,,4.66,59891,,,https://www.goodreads.com/book/show/228402508-the-eye-of-the-bedlam-bride
2,Pierce Brown,Science-Fiction,4.413,"Red Rising (Red Rising Saga, #1)","Red Rising Saga,",1,4.443,2014,382,Young Adult,4.27,721221,2026-07-26,2026-08-20,https://www.goodreads.com/book/show/15839976-red-rising
2,Pierce Brown,Science-Fiction,4.413,"Golden Son (Red Rising Saga, #2)","Red Rising Saga,",2,4.443,2015,466,Young Adult,4.49,442467,2026-08-30,2026-09-30,https://www.goodreads.com/book/show/18966819-golden-son
2,Pierce Brown,Science-Fiction,4.413,"Morning Star (Red Rising Saga, #3)","Red Rising Saga,",3,4.443,2016,525,Young Adult,4.54,361887,2026-10-11,2026-11-16,https://www.goodreads.com/book/show/18966806-morning-star
2,Pierce Brown,Science-Fiction,4.413,"Iron Gold (Red Rising Saga, #4)","Red Rising Saga,",4,4.443,2018,602,Young Adult,4.21,166686,,,https://www.goodreads.com/book/show/33257757-iron-gold
2,Pierce Brown,Science-Fiction,4.413,"Dark Age (Red Rising Saga, #5)","Red Rising Saga,",5,4.443,2019,704,,4.5,119727,,,https://www.goodreads.com/book/show/29226553-dark-age
2,Pierce Brown,Science-Fiction,4.413,"Red Rising: Das dunkle Zeitalter - Teil 1 (Red Rising Saga, #5A)","Red Rising Saga,",5,4.443,2019,500,,4.22,273,,,https://www.goodreads.com/book/show/43711753-red-rising
2,Pierce Brown,Science-Fiction,4.413,"Red Rising: Das dunkle Zeitalter - Teil 2 (Red Rising Saga, #5B)","Red Rising Saga,",5,4.443,2019,555,,4.5,258,,,https://www.goodreads.com/book/show/50215106-red-rising
2,Pierce Brown,Science-Fiction,4.413,"Light Bringer (Red Rising Saga, #6)","Red Rising Saga,",6,4.443,2023,682,,4.77,91661,,,https://www.goodreads.com/book/show/29227774-light-bringer
2,Pierce Brown,Science-Fiction,4.413,"Red God (Red Rising Saga, #7)","Red Rising Saga,",7,4.443,,,,4.49,364,,,https://www.goodreads.com/book/show/61657799-red-god
2,Pierce Brown,Science-Fiction,4.413,Red Rising (1 of 2) [Dramatized Adaptation] (Red Rising Saga #1),Red Rising Saga,1,4.598,2023,,,4.38,1196,,,https://www.goodreads.com/book/show/199598075-red-rising-1-of-2-dramatized-adaptation
2,Pierce Brown,Science-Fiction,4.413,Red Rising (2 of 2) [Dramatized Adaptation] (Red Rising Saga #1),Red Rising Saga,1,4.598,2023,1,,4.52,867,,,https://www.goodreads.com/book/show/150944780-red-rising-2-of-2-dramatized-adaptation
2,Pierce Brown,Science-Fiction,4.413,Golden Son  (1 of 2) [Dramatized Adaptation] (Red Rising Saga #2),Red Rising Saga,2,4.598,2015,1,,4.56,814,,,https://www.goodreads.com/book/show/197636250-golden-son-1-of-2-dramatized-adaptation
2,Pierce Brown,Science-Fiction,4.413,Golden Son  (2 of 2) [Dramatized Adaptation] (Red Rising Saga #2),Red Rising Saga,2,4.598,,9,,4.67,587,,,https://www.goodreads.com/book/show/209163543-golden-son-2-of-2-dramatized-adaptation
2,Pierce Brown,Science-Fiction,4.413,Morning Star (2 of 2) [Dramatized Adaptation] (Red Rising Saga #3),Red Rising Saga,3,4.598,2016,10,,4.77,387,,,https://www.goodreads.com/book/show/211022514-morning-star-2-of-2-dramatized-adaptation
2,Pierce Brown,Science-Fiction,4.413,Morning Star (1 of 2) [Dramatized Adaptation] (Red Rising Saga #3),Red Rising Saga,3,4.598,,,,4.69,491,,,https://www.goodreads.com/book/show/206829436-morning-star-1-of-2-dramatized-adaptation
2,Pierce Brown,Science-Fiction,4.413,"Red Rising: Sons of Ares #1 (Sons of Ares, #1)","Sons of Ares,",1,4.167,2017,32,Young Adult,4.04,3298,,,https://www.goodreads.com/book/show/31178398-red-rising
2,Pierce Brown,Science-Fiction,4.413,"Red Rising: Sons of Ares #2 (Sons of Ares, #2)","Sons of Ares,",2,4.167,2017,30,,4.15,1476,,,https://www.goodreads.com/book/show/34884623-red-rising
2,Pierce Brown,Science-Fiction,4.413,"Red Rising: Sons of Ares #3 (Sons of Ares, #3)","Sons of Ares,",3,4.167,2017,29,,4.23,1123,,,https://www.goodreads.com/book/show/35392051-red-rising
2,Pierce Brown,Science-Fiction,4.413,"Red Rising: Sons of Ares #4 (Sons of Ares, #4)","Sons of Ares,",4,4.167,2017,29,Young Adult,4.2,654,,,https://www.goodreads.com/book/show/35620644-red-rising
2,Pierce Brown,Science-Fiction,4.413,"Red Rising: Sons of Ares #5 (Sons of Ares, #5)","Sons of Ares,",5,4.167,2017,30,Young Adult,4.21,604,,,https://www.goodreads.com/book/show/35708105-red-rising
2,Pierce Brown,Science-Fiction,4.413,"Red Rising: Sons of Ares #6 (Sons of Ares, #6)","Sons of Ares,",6,4.167,2017,32,,4.17,569,,,https://www.goodreads.com/book/show/36131152-red-rising
2,Pierce Brown,Science-Fiction,4.413,Red Rising: Sons of Ares Vol. 3: Forbidden Song,,,,2023,120,,4.29,1198,,,https://www.goodreads.com/book/show/63246650-red-rising
2,Pierce Brown,Science-Fiction,4.413,The Red Rising Trilogy Series Collection #1-3,,,,,,Young Adult,4.62,1340,,,https://www.goodreads.com/book/show/40238675-the-red-rising-trilogy-series-collection-1-3
3,M.L. Wang,Fantasy,4.395,The Sword of Kaigen,,,,2019,651,,4.44,83732,,,https://www.goodreads.com/book/show/41886271-the-sword-of-kaigen
3,M.L. Wang,Fantasy,4.395,Blood Over Bright Haven,,,,2023,430,,4.35,105319,,,https://www.goodreads.com/book/show/208430658-blood-over-bright-haven
4,Art Spiegelman,Graphic Novel,4.427,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)","Maus,",1,4.41,1986,159,,4.39,371016,,,https://www.goodreads.com/book/show/15196.Maus_I
4,Art Spiegelman,Graphic Novel,4.427,"Maus II: A Survivor's Tale: And Here My Troubles Began (Maus, #2)","Maus,",2,4.41,1991,144,,4.43,157314,,,https://www.goodreads.com/book/show/15197.Maus_II
4,Art Spiegelman,Graphic Novel,4.427,The Complete Maus,,,,1986,296,,4.58,250566,,,https://www.goodreads.com/book/show/15195.The_Complete_Maus
4,Art Spiegelman,Graphic Novel,4.427,"MetaMaus: A Look Inside a Modern Classic, Maus",,,,2011,300,,4.31,3026,,,https://www.goodreads.com/book/show/10420795-metamaus
5,James  Islington,Fantasy,4.392,"The Shadow of What Was Lost (The Licanius Trilogy, #1)","The Licanius Trilogy,",1,4.318,2014,595,,4.14,83872,,,https://www.goodreads.com/book/show/22878967-the-shadow-of-what-was-lost
5,James  Islington,Fantasy,4.392,"The Licanius Trilogy (The Licanius Trilogy, #1-3)","The Licanius Trilogy,",1,4.318,2020,2400,,4.52,844,,,https://www.goodreads.com/book/show/61241918-the-licanius-trilogy
5,James  Islington,Fantasy,4.392,"An Echo of Things to Come (The Licanius Trilogy, #2)","The Licanius Trilogy,",2,4.318,2017,752,,4.21,48589,,,https://www.goodreads.com/book/show/32498052-an-echo-of-things-to-come
5,James  Islington,Fantasy,4.392,"The Light of All That Falls (The Licanius Trilogy, #3)","The Licanius Trilogy,",3,4.318,2019,864,,4.4,37319,,,https://www.goodreads.com/book/show/36111098-the-light-of-all-that-falls
5,James  Islington,Fantasy,4.392,"The Will of the Many (Hierarchy, #1)","Hierarchy,",1,4.54,2023,639,,4.6,165951,,,https://www.goodreads.com/book/show/58416952-the-will-of-the-many
5,James  Islington,Fantasy,4.392,"The Strength of the Few (Hierarchy, #2)","Hierarchy,",2,4.54,2025,720,,4.48,992,,,https://www.goodreads.com/book/show/169485073-the-strength-of-the-few
6,Andy Weir,Science-Fiction,4.377,The Egg,,,,2011,3,,4.21,37163,,,https://www.goodreads.com/book/show/17563539-the-egg
6,Andy Weir,Science-Fiction,4.377,The Martian,,,,2012,384,,4.42,1265956,,,https://www.goodreads.com/book/show/18007564-the-martian
6,Andy Weir,Science-Fiction,4.377,Project Hail Mary,,,,2021,496,,4.5,1009912,,,https://www.goodreads.com/book/show/54493401-project-hail-mary
7,Will Wight,Fantasy,4.389,"The Traveler's Gate Trilogy (Traveler's Gate, #1-3)","Traveler's Gate,",1,4.265,2015,1218,Young Adult,4.35,3387,,,https://www.goodreads.com/book/show/25735140-the-traveler-s-gate-trilogy
7,Will Wight,Fantasy,4.389,"The Crimson Vault (Traveler's Gate, #2)","Traveler's Gate,",2,4.265,2013,386,Young Adult,4.18,13699,,,https://www.goodreads.com/book/show/18310619-the-crimson-vault
7,Will Wight,Fantasy,4.389,"Gardens of Mist (Traveler's Gate Chronicles, #2)",Traveler&,39,4.173,2013,47,,4.12,1029,,,https://www.goodreads.com/book/show/20405725-gardens-of-mist
7,Will Wight,Fantasy,4.389,"House of Blades (Traveler's Gate, #1)",Traveler&,39,4.173,2013,294,Young Adult,4.07,18153,,,https://www.goodreads.com/book/show/18047306-house-of-blades
7,Will Wight,Fantasy,4.389,"Tower of Winter (Traveler's Gate Chronicles, #1)",Traveler&,39,4.173,2013,57,,4.1,1202,,,https://www.goodreads.com/book/show/18939185-tower-of-winter
7,Will Wight,Fantasy,4.389,"City of Light (Traveler's Gate, #3)",Traveler&,39,4.173,2014,394,Young Adult,4.17,12150,,,https://www.goodreads.com/book/show/18400420-city-of-light
7,Will Wight,Fantasy,4.389,"Steel Diplomacy (Traveler's Gate Chronicles, #3.5)",Traveler&,39,4.173,2016,17,,4.47,15,,,https://www.goodreads.com/book/show/62095333-steel-diplomacy
7,Will Wight,Fantasy,4.389,"The White Flame (Traveler's Gate Chronicles, #3.1)",Traveler&,39,4.173,2018,15,,4.11,19,,,https://www.goodreads.com/book/show/62095260-the-white-flame
7,Will Wight,Fantasy,4.389,"Of Sea and Shadow (The Elder Empire: Sea, #1)","The Elder Empire: Sea,",1,4.2,2014,428,,4.12,5703,,,https://www.goodreads.com/book/show/24180564-of-sea-and-shadow
7,Will Wight,Fantasy,4.389,"Of Dawn and Darkness (The Elder Empire: Sea, #2)","The Elder Empire: Sea,",2,4.2,2015,388,,4.18,3995,,,https://www.goodreads.com/book/show/28114641-of-dawn-and-darkness
7,Will Wight,Fantasy,4.389,"Of Kings and Killers (The Elder Empire: Sea, #3)","The Elder Empire: Sea,",3,4.2,2020,414,,4.3,3196,,,https://www.goodreads.com/book/show/53241839-of-kings-and-killers
7,Will Wight,Fantasy,4.389,"Of Shadow and Sea (The Elder Empire: Shadow, #1)","The Elder Empire: Shadow,",1,4.147,2014,406,Young Adult,4.03,5538,,,https://www.goodreads.com/book/show/24180566-of-shadow-and-sea
7,Will Wight,Fantasy,4.389,"Of Darkness and Dawn (The Elder Empire: Shadow, #2)","The Elder Empire: Shadow,",2,4.147,2015,364,,4.16,3977,,,https://www.goodreads.com/book/show/26078884-of-darkness-and-dawn
7,Will Wight,Fantasy,4.389,"Of Killers and Kings (The Elder Empire: Shadow, #3)","The Elder Empire: Shadow,",3,4.147,2020,393,,4.25,2956,,,https://www.goodreads.com/book/show/53241848-of-killers-and-kings
7,Will Wight,Fantasy,4.389,"The Lightning Wastes (Traveler's Gate Chronicles, #3)","Traveler's Gate Chronicles,",3,4.338,2014,57,,4.21,1005,,,https://www.goodreads.com/book/show/20693510-the-lightning-wastes
7,Will Wight,Fantasy,4.389,"The Incarnation's Daughter (Traveler's Gate Chronicles, #3.2)","Traveler's Gate Chronicles,",3.2,4.338,2016,24,,4.25,20,,,https://www.goodreads.com/book/show/62095280-the-incarnation-s-daughter
7,Will Wight,Fantasy,4.389,"A Collection of Swords (Traveler's Gate Chronicles, #3.3)","Traveler's Gate Chronicles,",3.3,4.338,2016,16,,4.48,21,,,https://www.goodreads.com/book/show/62095307-a-collection-of-swords
7,Will Wight,Fantasy,4.389,"The Reaping Dance (Traveler's Gate Chronicles, #3.4)","Traveler's Gate Chronicles,",3.4,4.338,2016,15,,4.41,17,,,https://www.goodreads.com/book/show/62095321-the-reaping-dance
7,Will Wight,Fantasy,4.389,"Unsouled (Cradle, #1)","Cradle,",1,4.573,2016,294,Young Adult,4.15,55263,,,https://www.goodreads.com/book/show/30558257-unsouled
7,Will Wight,Fantasy,4.389,"Cradle: Foundation (Cradle, #1-3)","Cradle,",1,4.573,2017,1032,Young Adult,4.68,2701,,,https://www.goodreads.com/book/show/36414251-cradle
7,Will Wight,Fantasy,4.389,"Soulsmith (Cradle, #2)","Cradle,",2,4.573,2016,284,Young Adult,4.33,40110,,,https://www.goodreads.com/book/show/32283608-soulsmith
7,Will Wight,Fantasy,4.389,"Blackflame (Cradle, #3)","Cradle,",3,4.573,2017,370,Young Adult,4.51,36947,,,https://www.goodreads.com/book/show/35023786-blackflame
7,Will Wight,Fantasy,4.389,"Skysworn (Cradle, #4)","Cradle,",4,4.573,2017,292,,4.38,34786,,,https://www.goodreads.com/book/show/36332410-skysworn
7,Will Wight,Fantasy,4.389,"Cradle: Path of Gold (Cradle, #4-6)","Cradle,",4,4.573,2020,979,Young Adult,4.75,1562,,,https://www.goodreads.com/book/show/53471320-cradle
7,Will Wight,Fantasy,4.389,"Ghostwater (Cradle, #5)","Cradle,",5,4.573,2018,310,,4.56,33897,,,https://www.goodreads.com/book/show/40280403-ghostwater
7,Will Wight,Fantasy,4.389,"Underlord (Cradle, #6)","Cradle,",6,4.573,2019,400,,4.61,33165,,,https://www.goodreads.com/book/show/43895031-underlord
7,Will Wight,Fantasy,4.389,"Uncrowned (Cradle, #7)","Cradle,",7,4.573,2019,336,Young Adult,4.57,31990,,,https://www.goodreads.com/book/show/50789354-uncrowned
7,Will Wight,Fantasy,4.389,"Cradle: Rise of Lords (Cradle, #7-9)","Cradle,",7,4.573,2021,1302,Young Adult,4.76,1076,,,https://www.goodreads.com/book/show/59421813-cradle
7,Will Wight,Fantasy,4.389,"Wintersteel (Cradle, #8)","Cradle,",8,4.573,2020,540,,4.69,31292,,,https://www.goodreads.com/book/show/55423083-wintersteel
7,Will Wight,Fantasy,4.389,"Bloodline (Cradle, #9)","Cradle,",9,4.573,2021,378,Young Adult,4.5,28976,,,https://www.goodreads.com/book/show/55595995-bloodline
7,Will Wight,Fantasy,4.389,"Reaper (Cradle, #10)","Cradle,",10,4.573,2021,465,,4.66,28420,,,https://www.goodreads.com/book/show/57640065-reaper
7,Will Wight,Fantasy,4.389,"Cradle: Ascension (Cradle, #10-12)","Cradle,",10,4.573,2024,1538,,4.78,199,,,https://www.goodreads.com/book/show/217507153-cradle
7,Will Wight,Fantasy,4.389,"Dreadgod (Cradle, #11)","Cradle,",11,4.573,2022,464,,4.62,25467,,,https://www.goodreads.com/book/show/59515764-dreadgod
7,Will Wight,Fantasy,4.389,"Waybound (Cradle, #12)","Cradle,",12,4.573,2023,518,,4.62,22109,,,https://www.goodreads.com/book/show/173338910-waybound
7,Will Wight,Fantasy,4.389,"The Captain (The Last Horizon, #1)","The Last Horizon,",1,4.383,2023,467,,4.27,9497,,,https://www.goodreads.com/book/show/123165953-the-captain
7,Will Wight,Fantasy,4.389,"The Engineer (The Last Horizon, #2)","The Last Horizon,",2,4.383,2023,419,,4.42,5879,,,https://www.goodreads.com/book/show/201127814-the-engineer
7,Will Wight,Fantasy,4.389,"The Knight (The Last Horizon, #3)","The Last Horizon,",3,4.383,2024,407,,4.46,4353,,,https://www.goodreads.com/book/show/213353605-the-knight
7,Will Wight,Fantasy,4.389,The Pilot (The Last Horizon #4),The Last Horizon,4,4.42,2025,421,,4.42,2373,,,https://www.goodreads.com/book/show/235156795-the-pilot
7,Will Wight,Fantasy,4.389,Threshold: Stories from Cradle,,,,2025,386,,4.46,3752,,,https://www.goodreads.com/book/show/221722124-threshold
8,Madeline Miller,Historical Fiction,4.29,La collina dei conigli,,,,1972,429,Children; Young Adult,4.09,502975,,,https://www.goodreads.com/book/show/210395687-la-collina-dei-conigli
8,Madeline Miller,Historical Fiction,4.29,The Song of Achilles,,,,2011,408,,4.31,1932083,,,https://www.goodreads.com/book/show/13623848-the-song-of-achilles
8,Madeline Miller,Historical Fiction,4.29,Circe,,,,2018,393,,4.22,1318859,,,https://www.goodreads.com/book/show/35959740-circe
8,Madeline Miller,Historical Fiction,4.29,Circe / The Song of Achilles,,,,,,,4.54,2109,,,https://www.goodreads.com/book/show/55028733-circe-the-song-of-achilles
9,Steven Erikson,Fantasy,4.387,"Gardens of the Moon (Malazan Book of the Fallen, #1)","Malazan Book of the Fallen,",1,4.353,1999,666,,3.93,135095,,,https://www.goodreads.com/book/show/55399.Gardens_of_the_Moon
9,Steven Erikson,Fantasy,4.387,"Deadhouse Gates (Malazan Book of the Fallen, #2)","Malazan Book of the Fallen,",2,4.353,2000,604,,4.28,82637,,,https://www.goodreads.com/book/show/55401.Deadhouse_Gates
9,Steven Erikson,Fantasy,4.387,"Memories of Ice (Malazan Book of the Fallen, #3)","Malazan Book of the Fallen,",3,4.353,2001,925,,4.48,65798,,,https://www.goodreads.com/book/show/175983.Memories_of_Ice
9,Steven Erikson,Fantasy,4.387,"House of Chains (Malazan Book of the Fallen, #4)","Malazan Book of the Fallen,",4,4.353,2002,1015,,4.34,54351,,,https://www.goodreads.com/book/show/55398.House_of_Chains
9,Steven Erikson,Fantasy,4.387,"Midnight Tides (Malazan Book of the Fallen, #5)","Malazan Book of the Fallen,",5,4.353,2004,960,,4.42,47133,,,https://www.goodreads.com/book/show/345299.Midnight_Tides
9,Steven Erikson,Fantasy,4.387,"The Bonehunters (Malazan Book of the Fallen, #6)","Malazan Book of the Fallen,",6,4.353,2006,1203,,4.49,44814,,,https://www.goodreads.com/book/show/478951.The_Bonehunters
9,Steven Erikson,Fantasy,4.387,"Reaper's Gale (Malazan Book of the Fallen, #7)","Malazan Book of the Fallen,",7,4.353,2007,1280,,4.39,39056,,,https://www.goodreads.com/book/show/459064.Reaper_s_Gale
9,Steven Erikson,Fantasy,4.387,"Toll the Hounds (Malazan Book of the Fallen, #8)","Malazan Book of the Fallen,",8,4.353,2008,1008,,4.38,37444,,,https://www.goodreads.com/book/show/938544.Toll_the_Hounds
9,Steven Erikson,Fantasy,4.387,"Dust of Dreams (Malazan Book of the Fallen, #9)","Malazan Book of the Fallen,",9,4.353,2009,1280,,4.3,32941,,,https://www.goodreads.com/book/show/4703427-dust-of-dreams
9,Steven Erikson,Fantasy,4.387,"The Crippled God (Malazan Book of the Fallen, #10)","Malazan Book of the Fallen,",10,4.353,2011,921,,4.52,33507,,,https://www.goodreads.com/book/show/8447255-the-crippled-god
9,Steven Erikson,Fantasy,4.387,"Forge of Darkness (The Kharkanas Trilogy, #1)","The Kharkanas Trilogy,",1,4.16,2012,662,,4.14,9956,,,https://www.goodreads.com/book/show/13038833-forge-of-darkness
9,Steven Erikson,Fantasy,4.387,"Fall of Light (The Kharkanas Trilogy, #2)","The Kharkanas Trilogy,",2,4.16,2016,837,,4.18,4398,,,https://www.goodreads.com/book/show/19381626-fall-of-light
9,Steven Erikson,Fantasy,4.387,The Complete Malazan Book of the Fallen (Malazan Book of the Fallen #1-10),Malazan Book of the Fallen,1,4.74,2014,8258,,4.74,2873,,,https://www.goodreads.com/book/show/20345548-the-complete-malazan-book-of-the-fallen
9,Steven Erikson,Fantasy,4.387,"The God is Not Willing (Witness, #1)","Witness,",1,4.605,2021,496,,4.6,4961,,,https://www.goodreads.com/book/show/41555932-the-god-is-not-willing
9,Steven Erikson,Fantasy,4.387,"No Life Forsaken (Witness, #2)","Witness,",2,4.605,2025,432,,4.61,334,,,https://www.goodreads.com/book/show/224009520-no-life-forsaken
10,Christopher Ruocchio,Science-Fiction,4.32,"Empire of Silence (The Sun Eater, #1)","The Sun Eater,",1,4.32,2018,753,,3.98,42963,,,https://www.goodreads.com/book/show/36454667-empire-of-silence
10,Christopher Ruocchio,Science-Fiction,4.32,"The Lesser Devil (The Sun Eater, #1.5)","The Sun Eater,",1.5,4.32,2020,185,,3.87,6625,,,https://www.goodreads.com/book/show/53536557-the-lesser-devil
10,Christopher Ruocchio,Science-Fiction,4.32,"Howling Dark (The Sun Eater, #2)","The Sun Eater,",2,4.32,2019,688,,4.35,22791,,,https://www.goodreads.com/book/show/41564599-howling-dark
10,Christopher Ruocchio,Science-Fiction,4.32,"Queen Amid Ashes (The Sun Eater, #2.5)","The Sun Eater,",2.5,4.32,,173,,4,4406,,,https://www.goodreads.com/book/show/61294903-queen-amid-ashes
10,Christopher Ruocchio,Science-Fiction,4.32,"Demon in White (The Sun Eater, #3)","The Sun Eater,",3,4.32,2020,784,,4.63,17154,,,https://www.goodreads.com/book/show/50156751-demon-in-white
10,Christopher Ruocchio,Science-Fiction,4.32,"Kingdoms of Death (The Sun Eater, #4)","The Sun Eater,",4,4.32,2022,544,,4.47,13554,,,https://www.goodreads.com/book/show/57443696-kingdoms-of-death
10,Christopher Ruocchio,Science-Fiction,4.32,"Ashes of Man (The Sun Eater, #5)","The Sun Eater,",5,4.32,2022,544,,4.5,11811,,,https://www.goodreads.com/book/show/60427253-ashes-of-man
10,Christopher Ruocchio,Science-Fiction,4.32,"The Dregs of Empire  (The Sun Eater, #5.5)","The Sun Eater,",5.5,4.32,,332,,4.18,2514,,,https://www.goodreads.com/book/show/199239732-the-dregs-of-empire
10,Christopher Ruocchio,Science-Fiction,4.32,"The Fangs of Oannos (The Sun Eater, #5.6)","The Sun Eater,",5.6,4.32,,65,,4.22,241,,,https://www.goodreads.com/book/show/210268186-the-fangs-of-oannos
10,Christopher Ruocchio,Science-Fiction,4.32,"Disquiet Gods (The Sun Eater, #6)","The Sun Eater,",6,4.32,2024,704,,4.59,9432,,,https://www.goodreads.com/book/show/176443792-disquiet-gods
10,Christopher Ruocchio,Science-Fiction,4.32,"Shadows Upon Time (The Sun Eater, #7)","The Sun Eater,",7,4.32,,,,4.73,150,,,https://www.goodreads.com/book/show/222685709-shadows-upon-time
11,Robin Hobb,Fantasy,4.385,"Assassin's Apprentice (Farseer Trilogy, #1)","Farseer Trilogy,",1,4.304,1995,435,,4.19,391077,,,https://www.goodreads.com/book/show/77197.Assassin_s_Apprentice
11,Robin Hobb,Fantasy,4.385,"The Farseer Trilogy (Farseer Trilogy, #1-3)","Farseer Trilogy,",1,4.304,2011,1952,,4.42,23551,,,https://www.goodreads.com/book/show/10762697-the-farseer-trilogy
11,Robin Hobb,Fantasy,4.385,"Assassin's Apprentice / Royal Assassin (Farseer Trilogy, #1-2)","Farseer Trilogy,",1,4.304,,448,,4.4,8607,,,https://www.goodreads.com/book/show/5533041-assassin-s-apprentice-royal-assassin
11,Robin Hobb,Fantasy,4.385,"Royal Assassin (Farseer Trilogy, #2)","Farseer Trilogy,",2,4.304,1996,675,,4.29,236814,,,https://www.goodreads.com/book/show/25300956-royal-assassin
11,Robin Hobb,Fantasy,4.385,"Assassin's Quest (Farseer Trilogy, #3)","Farseer Trilogy,",3,4.304,1997,757,,4.22,190377,,,https://www.goodreads.com/book/show/33396914-assassin-s-quest
11,Robin Hobb,Fantasy,4.385,"L'Assassin du roi (L'Assassin royal, #2)",L&,39,4.474,1996,415,,4.34,2834,,,https://www.goodreads.com/book/show/1847010.L_Assassin_du_roi
11,Robin Hobb,Fantasy,4.385,"Adieux et retrouvailles (L'assassin royal, #13)",L&,39,4.474,1997,378,,4.58,1166,,,https://www.goodreads.com/book/show/1625897.Adieux_et_retrouvailles
