"Overall Rank","Author","Genre","Author Average","Title","Series Name","Series Number","Series Average","Publication Year","Pages","Average book rating","Review count","Estimated Reading Start Date","Estimated Reading End Date"
"1","Ryan Cahill","Fantasy","4.417","The Fall","The Bound and the Broken","0.5","4.417","2020","","4.13","10277","",""
"1","Ryan Cahill","Fantasy","4.417","Of Blood and Fire","The Bound and the Broken","1","4.417","2021","","4.05","26609","",""
"1","Ryan Cahill","Fantasy","4.417","Of Darkness and Light","The Bound and the Broken","2","4.417","2021","","4.42","15137","",""
"1","Ryan Cahill","Fantasy","4.417","The Exile","The Bound and the Broken","2.5","4.417","2022","","4.52","7668","",""
"1","Ryan Cahill","Fantasy","4.417","Of War and Ruin","The Bound and the Broken","3","4.417","2023","","4.63","11783","",""
"1","Ryan Cahill","Fantasy","4.417","The Ice","The Bound and the Broken","3.5","4.417","2023","","4.44","5411","",""
"1","Ryan Cahill","Fantasy","4.417","Of Empires and Dust","The Bound and the Broken","4","4.417","2025","","4.73","6978","",""
"2","Kentaro Miura","Manga","4.65","Berserk, Vol. 1","Berserk","1","4.58","1990","","4.49","73057","",""
"2","Kentaro Miura","Manga","4.65","Berserk, Vol. 2","Berserk","2","4.58","1991","","4.42","25930","",""
"2","Kentaro Miura","Manga","4.65","Berserk, Vol. 3","Berserk","3","4.58","1991","","4.55","23290","",""
"2","Kentaro Miura","Manga","4.65","Berserk, Vol. 4","Berserk","4","4.58","1992","","4.58","20360","",""
"2","Kentaro Miura","Manga","4.65","Berserk, Vol. 5","Berserk","5","4.58","1993","","4.61","18730","",""
"2","Kentaro Miura","Manga","4.65","Berserk, Vol. 6","Berserk","6","4.58","1993","","4.62","17074","",""
"2","Kentaro Miura","Manga","4.65","Berserk, Vol. 7","Berserk","7","4.58","1994","","4.61","16148","",""
"2","Kentaro Miura","Manga","4.65","Berserk, Vol. 8","Berserk","8","4.58","1994","","4.69","15315","",""
"2","Kentaro Miura","Manga","4.65","Berserk, Vol. 38","Berserk","38","4.58","2016","","4.65","5872","",""
"2","Kentaro Miura","Manga","4.65","Berserk, Vol. 10","","","","1995","","4.68","14140","",""
"2","Kentaro Miura","Manga","4.65","Berserk, Vol. 9","","","","1995","","4.68","14398","",""
"2","Kentaro Miura","Manga","4.65","Berserk, Vol. 11","","","","1996","","4.59","13094","",""
"2","Kentaro Miura","Manga","4.65","Berserk, Vol. 12","","","","1996","","4.76","13272","",""
"2","Kentaro Miura","Manga","4.65","Berserk, Vol. 13","","","","1997","","4.7","13230","",""
"2","Kentaro Miura","Manga","4.65","Berserk, Vol. 14","","","","1997","","4.54","12512","",""
"2","Kentaro Miura","Manga","4.65","Berserk, Vol. 15","","","","1998","","4.5","11571","",""
"2","Kentaro Miura","Manga","4.65","Berserk, Vol. 16","","","","1998","","4.54","10975","",""
"2","Kentaro Miura","Manga","4.65","Berserk, Vol. 17","","","","1999","","4.57","10559","",""
"2","Kentaro Miura","Manga","4.65","Berserk, Vol. 18","","","","1999","","4.56","10140","",""
"2","Kentaro Miura","Manga","4.65","Berserk, Vol. 19","","","","2000","","4.61","9970","",""
"2","Kentaro Miura","Manga","4.65","Berserk, Vol. 20","","","","2000","","4.62","9587","",""
"2","Kentaro Miura","Manga","4.65","Berserk, Vol. 21","","","","2001","","4.65","9475","",""
"2","Kentaro Miura","Manga","4.65","Berserk, Vol. 22","","","","2001","","4.65","9005","",""
"2","Kentaro Miura","Manga","4.65","Berserk, Vol. 23","","","","2002","","4.57","8612","",""
"2","Kentaro Miura","Manga","4.65","Berserk, Vol. 24","","","","2002","","4.56","8353","",""
"2","Kentaro Miura","Manga","4.65","Berserk, Vol. 25","","","","2003","","4.59","8161","",""
"2","Kentaro Miura","Manga","4.65","Berserk, Vol. 26","","","","2003","","4.69","8532","",""
"2","Kentaro Miura","Manga","4.65","Berserk, Vol. 27","","","","2004","","4.65","8015","",""
"2","Kentaro Miura","Manga","4.65","Berserk, Vol. 28","","","","2005","","4.61","7766","",""
"2","Kentaro Miura","Manga","4.65","Berserk, Vol. 29","","","","2005","","4.54","7570","",""
"2","Kentaro Miura","Manga","4.65","Berserk, Vol. 30","","","","2006","","4.58","7751","",""
"2","Kentaro Miura","Manga","4.65","Berserk, Vol. 31","","","","2006","","4.61","7303","",""
"2","Kentaro Miura","Manga","4.65","Berserk, Band 10","","","","2007","","4.85","1721","",""
"2","Kentaro Miura","Manga","4.65","Berserk, Band 9","","","","2007","","4.82","1774","",""
"2","Kentaro Miura","Manga","4.65","Berserk, Vol. 32","","","","2007","","4.61","7183","",""
"2","Kentaro Miura","Manga","4.65","Berserk, Vol. 33","","","","2008","","4.62","7103","",""
"2","Kentaro Miura","Manga","4.65","Berserk, Vol. 34","","","","2009","","4.68","7025","",""
"2","Kentaro Miura","Manga","4.65","Berserk, Vol. 35","","","","2010","","4.54","6795","",""
"2","Kentaro Miura","Manga","4.65","Berserk, Vol. 36","","","","2011","","4.55","6561","",""
"2","Kentaro Miura","Manga","4.65","Berserk, Vol. 37","","","","2013","","4.61","6432","",""
"2","Kentaro Miura","Manga","4.65","ベルセルク 39 [Berserk 39]","","","","2017","","4.72","5574","",""
"2","Kentaro Miura","Manga","4.65","ベルセルク 40 [Berserk 40]","","","","2018","","4.75","5566","",""
"2","Kentaro Miura","Manga","4.65","Berserk Deluxe Edition, Vol. 1","","","","2019","","4.6","20574","",""
"2","Kentaro Miura","Manga","4.65","Berserk Deluxe Edition, Vol. 2","","","","2019","","4.72","12444","",""
"2","Kentaro Miura","Manga","4.65","Berserk Deluxe Edition, Volume 3","","","","2019","","4.8","10101","",""
"2","Kentaro Miura","Manga","4.65","Berserk Deluxe Edition, Volume 4","","","","2020","","4.84","8659","",""
"2","Kentaro Miura","Manga","4.65","Berserk Deluxe Edition, Volume 5","","","","2020","","4.75","7693","",""
"2","Kentaro Miura","Manga","4.65","Berserk Deluxe Edition, Volume 6","","","","2020","","4.73","6440","",""
"2","Kentaro Miura","Manga","4.65","Berserk Deluxe Edition, Volume 7","","","","2021","","4.79","5843","",""
"2","Kentaro Miura","Manga","4.65","Berserk Deluxe Edition, Volume 9","","","","2021","","4.81","4739","",""
"2","Kentaro Miura","Manga","4.65","ベルセルク 41 [Berserk 41]","","","","2021","","4.8","4976","",""
"2","Kentaro Miura","Manga","4.65","Berserk Deluxe Edition Volume 12","","","","2022","","4.69","2681","",""
"2","Kentaro Miura","Manga","4.65","Berserk Deluxe Edition, Volume 10","","","","2022","","4.77","4188","",""
"2","Kentaro Miura","Manga","4.65","Berserk Deluxe Edition, Volume 11","","","","2022","","4.77","3364","",""
"2","Kentaro Miura","Manga","4.65","Berserk Deluxe Edition Volume 13","","","","2023","","4.78","2471","",""
"2","Kentaro Miura","Manga","4.65","Berserk Deluxe Edition Volume 14","","","","2023","","4.78","2133","",""
"2","Kentaro Miura","Manga","4.65","ベルセルク 42 [Berserk 42]","","","","2023","","4.38","2289","",""
"3","Robin Hobb","Fantasy","4.391","Assassin's Apprentice","Farseer Trilogy","1","4.24","1995","","4.2","437815","",""
"3","Robin Hobb","Fantasy","4.391","Royal Assassin","Farseer Trilogy","2","4.24","1996","","4.3","262753","",""
"3","Robin Hobb","Fantasy","4.391","Assassin's Quest","Farseer Trilogy","3","4.24","1997","","4.22","211462","",""
"3","Robin Hobb","Fantasy","4.391","L'Assassin du roi","L'Assassin royal","2","4.448","1996","","4.34","3125","",""
"3","Robin Hobb","Fantasy","4.391","Le Poison de la vengeance","L'Assassin royal","4","4.448","1997","","4.26","2590","",""
"3","Robin Hobb","Fantasy","4.391","La Voie magique","L'Assassin royal","5","4.448","1997","","4.38","2442","",""
"3","Robin Hobb","Fantasy","4.391","La Reine solitaire","L'Assassin royal","6","4.448","1997","","4.45","2335","",""
"3","Robin Hobb","Fantasy","4.391","La Secte maudite","L'Assassin royal","8","4.448","2001","","4.52","1501","",""
"3","Robin Hobb","Fantasy","4.391","Les secrets de Castelcerf","L'Assassin royal","9","4.448","2002","","4.42","1434","",""
"3","Robin Hobb","Fantasy","4.391","Serments et deuils","L'Assassin royal","10","4.448","2002","","4.49","1366","",""
"3","Robin Hobb","Fantasy","4.391","Le dragon des glaces","L'Assassin royal","11","4.448","2004","","4.4","1332","",""
"3","Robin Hobb","Fantasy","4.391","L'homme noir","L'Assassin royal","12","4.448","2004","","4.55","1305","",""
"3","Robin Hobb","Fantasy","4.391","Adieux et retrouvailles","L'Assassin royal","13","4.448","1997","","4.6","1281","",""
"3","Robin Hobb","Fantasy","4.391","La fille de l'assassin","L'Assassin royal","15; Le fou et l'assassin #1, part 2 of 2","4.448","2015","","4.52","741","",""
"3","Robin Hobb","Fantasy","4.391","Le vaisseau magique","Les aventuriers de la mer","1","4.4","1998","","4.16","1300","",""
"3","Robin Hobb","Fantasy","4.391","Le navire aux esclaves","Les aventuriers de la mer","2","4.4","2012","","4.31","1141","",""
"3","Robin Hobb","Fantasy","4.391","La conquête de la liberté","Les aventuriers de la mer","3","4.4","2004","","4.41","1050","",""
"3","Robin Hobb","Fantasy","4.391","Brumes et tempêtes","Les aventuriers de la mer","4","4.4","1999","","4.38","978","",""
"3","Robin Hobb","Fantasy","4.391","Prisons d'eau et de bois","Les aventuriers de la mer","5","4.4","1999","","4.38","912","",""
"3","Robin Hobb","Fantasy","4.391","L'éveil des eaux dormantes","Les aventuriers de la mer","6","4.4","1999","","4.49","892","",""
"3","Robin Hobb","Fantasy","4.391","Le seigneur des trois règnes","Les aventuriers de la mer","7","4.4","2000","","4.42","833","",""
"3","Robin Hobb","Fantasy","4.391","Ombres et flammes","Les aventuriers de la mer","8","4.4","1998","","4.49","833","",""
"3","Robin Hobb","Fantasy","4.391","Les marches du trône","Les aventuriers de la mer","9","4.4","2012","","4.56","805","",""
"3","Robin Hobb","Fantasy","4.391","Ship of Magic","Liveship Traders","1","4.317","1998","","4.25","114054","",""
"3","Robin Hobb","Fantasy","4.391","The Mad Ship","Liveship Traders","2","4.317","1999","","4.35","91479","",""
"3","Robin Hobb","Fantasy","4.391","Ship of Destiny","Liveship Traders","3","4.317","2000","","4.35","95582","",""
"3","Robin Hobb","Fantasy","4.391","L'Assassin royal : Première époque, 1","","","","2000","","4.59","1606","",""
"3","Robin Hobb","Fantasy","4.391","Le Prophète blanc","Assassin royal","7","4.36","2001","","4.36","1560","",""
"3","Robin Hobb","Fantasy","4.391","Fool's Errand","Tawny Man","1","4.433","2001","","4.4","112066","",""
"3","Robin Hobb","Fantasy","4.391","Golden Fool","Tawny Man","2","4.433","2002","","4.39","98351","",""
"3","Robin Hobb","Fantasy","4.391","Fool's Fate","Tawny Man","3","4.433","2003","","4.51","95106","",""
"3","Robin Hobb","Fantasy","4.391","The Dragon Keeper","Rain Wild Chronicles","1","4.09","2009","","3.96","57976","",""
"3","Robin Hobb","Fantasy","4.391","Dragon Haven","Rain Wild Chronicles","2","4.09","2010","","4.11","47790","",""
"3","Robin Hobb","Fantasy","4.391","City of Dragons","Rain Wild Chronicles","3","4.09","2011","","4.1","43883","",""
"3","Robin Hobb","Fantasy","4.391","Blood of Dragons","Rain Wild Chronicles","4","4.09","2013","","4.19","41915","",""
"3","Robin Hobb","Fantasy","4.391","The Liveship Traders Trilogy","","","","2012","","4.61","6921","",""
"3","Robin Hobb","Fantasy","4.391","The Complete Tawny Man Trilogy: Fool’s Errand, The Golden Fool, Fool’s Fate","","","","2013","","4.72","7288","",""
"3","Robin Hobb","Fantasy","4.391","The Willful Princess and the Piebald Prince","","","","2013","","4.08","12401","",""
"3","Robin Hobb","Fantasy","4.391","Fool's Assassin","The Fitz and the Fool","1","4.55","2014","","4.44","69365","",""
"3","Robin Hobb","Fantasy","4.391","Fool's Quest","The Fitz and the Fool","2","4.55","2015","","4.54","54251","",""
"3","Robin Hobb","Fantasy","4.391","Assassin's Fate","The Fitz and the Fool","3","4.55","2017","","4.67","52120","",""
"3","Robin Hobb","Fantasy","4.391","The Rain Wilds Chronicles: A Thrilling Fantasy Series About Dragons in a World That Needs and Fears Them","","","","2014","","4.56","4517","",""
"4","Andy Weir","Science Fiction","4.377","The Egg","","","","2009","","4.2","41937","",""
"4","Andy Weir","Science Fiction","4.377","The Martian","","","","2011","","4.42","1367330","",""
"4","Andy Weir","Science Fiction","4.377","Project Hail Mary","","","","2021","","4.51","1808277","",""
"5","J. Zachary Pike","Fantasy","4.367","Orconomics","The Dark Profit Saga","1","4.367","2014","","4.26","10827","",""
"5","J. Zachary Pike","Fantasy","4.367","Son of a Liche","The Dark Profit Saga","2","4.367","2018","","4.41","5416","",""
"5","J. Zachary Pike","Fantasy","4.367","Dragonfired","The Dark Profit Saga","3","4.367","2023","","4.43","2583","",""
"6","Art Spiegelman","Graphic Novel","4.43","The Complete Maus","","","","1980","","4.58","263590","",""
"6","Art Spiegelman","Graphic Novel","4.43","Maus I: A Survivor's Tale: My Father Bleeds History","Maus","1","4.41","1986","","4.39","384834","",""
"6","Art Spiegelman","Graphic Novel","4.43","Maus II: A Survivor's Tale: And Here My Troubles Began","Maus","2","4.41","1991","","4.43","160475","",""
"6","Art Spiegelman","Graphic Novel","4.43","MetaMaus: A Look Inside a Modern Classic, Maus","","","","2011","","4.32","3148","",""
"7","M.L. Wang","Fantasy","4.365","The Sword of Kaigen","","","","2019","","4.42","110029","",""
"7","M.L. Wang","Fantasy","4.365","Blood Over Bright Haven","","","","2023","","4.31","174567","",""
"8","Christopher Ruocchio","Science Fiction","4.329","Empire of Silence","The Sun Eater","1","4.329","2018","","3.93","64941","",""
"8","Christopher Ruocchio","Science Fiction","4.329","The Lesser Devil","The Sun Eater","1.5","4.329","2020","","3.85","9328","",""
"8","Christopher Ruocchio","Science Fiction","4.329","Howling Dark","The Sun Eater","2","4.329","2019","","4.32","35233","",""
"8","Christopher Ruocchio","Science Fiction","4.329","Demon in White","The Sun Eater","3","4.329","2020","","4.61","27132","",""
"8","Christopher Ruocchio","Science Fiction","4.329","Kingdoms of Death","The Sun Eater","4","4.329","2022","","4.46","21987","",""
"8","Christopher Ruocchio","Science Fiction","4.329","Ashes of Man","The Sun Eater","5","4.329","2022","","4.47","19514","",""
"8","Christopher Ruocchio","Science Fiction","4.329","Disquiet Gods","The Sun Eater","6","4.329","2024","","4.55","16794","",""
"8","Christopher Ruocchio","Science Fiction","4.329","Shadows Upon Time","The Sun Eater","7","4.329","2025","","4.44","12481","",""
"9","Steven Erikson","Fantasy","4.356","Gardens of the Moon","Malazan Book of the Fallen","1","4.358","1999","","3.94","143573","",""
"9","Steven Erikson","Fantasy","4.356","Deadhouse Gates","Malazan Book of the Fallen","2","4.358","2000","","4.28","87608","",""
"9","Steven Erikson","Fantasy","4.356","Memories of Ice","Malazan Book of the Fallen","3","4.358","2001","","4.48","69824","",""
"9","Steven Erikson","Fantasy","4.356","House of Chains","Malazan Book of the Fallen","4","4.358","2002","","4.34","57611","",""
"9","Steven Erikson","Fantasy","4.356","Midnight Tides","Malazan Book of the Fallen","5","4.358","2004","","4.43","49978","",""
"9","Steven Erikson","Fantasy","4.356","The Bonehunters","Malazan Book of the Fallen","6","4.358","2006","","4.5","47367","",""
"9","Steven Erikson","Fantasy","4.356","Reaper's Gale","Malazan Book of the Fallen","7","4.358","2007","","4.4","41320","",""
"9","Steven Erikson","Fantasy","4.356","Toll the Hounds","Malazan Book of the Fallen","8","4.358","2008","","4.38","39440","",""
"9","Steven Erikson","Fantasy","4.356","Dust of Dreams","Malazan Book of the Fallen","9","4.358","2009","","4.3","34651","",""
"9","Steven Erikson","Fantasy","4.356","The Crippled God","Malazan Book of the Fallen","10","4.358","2011","","4.53","35313","",""
"9","Steven Erikson","Fantasy","4.356","Forge of Darkness","The Kharkanas Trilogy","1","4.17","2012","","4.15","10310","",""
"9","Steven Erikson","Fantasy","4.356","Fall of Light","The Kharkanas Trilogy","2","4.17","2016","","4.19","4646","",""
"9","Steven Erikson","Fantasy","4.356","The God is Not Willing","Witness","1","4.535","2021","","4.59","5571","",""
"9","Steven Erikson","Fantasy","4.356","No Life Forsaken","Witness","2","4.535","2025","","4.48","1934","",""
"10","Alexandre Dumas","Classic Fiction","4.381","Los tres mosqueteros, 2","Les trois mousquetaires","2/2","4.27","1844","","4.27","1655","",""
"10","Alexandre Dumas","Classic Fiction","4.381","Les trois mousquetaires 1 (#1/2)","","","","1844","","4.2","3467","",""
"10","Alexandre Dumas","Classic Fiction","4.381","The Three Musketeers","","","","1844","","4.1","353969","",""
"10","Alexandre Dumas","Classic Fiction","4.381","Twenty Years After","Musketeers Trilogy","2","4.09","1845","","4.09","26447","",""
"10","Alexandre Dumas","Classic Fiction","4.381","Queen Margot","The Valois Trilogy","1","4.13","1845","","4.16","14970","",""
"10","Alexandre Dumas","Classic Fiction","4.381","Chicot the Jester","The Valois Trilogy","2","4.13","1846","","4.24","1651","",""
"10","Alexandre Dumas","Classic Fiction","4.381","The Forty-Five Guardsmen","The Valois Trilogy","3","4.13","1847","","3.99","1521","",""
"10","Alexandre Dumas","Classic Fiction","4.381","Contele de Monte Cristo, #1/4","Le comte de Monte-Cristo","1/4","4.592","1846","","4.63","1341","",""
"10","Alexandre Dumas","Classic Fiction","4.381","Contele de Monte Cristo, #2/4","Le comte de Monte-Cristo","2/4","4.592","1846","","4.5","656","",""
"10","Alexandre Dumas","Classic Fiction","4.381","Contele de Monte Cristo, #3/4","Le comte de Monte-Cristo","3/4","4.592","1846","","4.6","681","",""
"10","Alexandre Dumas","Classic Fiction","4.381","Contele de Monte Cristo, #4/4","Le comte de Monte-Cristo","4/4","4.592","1846","","4.64","694","",""
"10","Alexandre Dumas","Classic Fiction","4.381","Le Comte de Monte-Cristo I (#1/2)","","","","1846","","4.54","19610","",""
"10","Alexandre Dumas","Classic Fiction","4.381","Le Comte de Monte-Cristo II (#2/2)","","","","1846","","4.62","15139","",""
"10","Alexandre Dumas","Classic Fiction","4.381","The Count of Monte Cristo","","","","1846","","4.34","1073588","",""
"10","Alexandre Dumas","Classic Fiction","4.381","كونت مونت كريستو #2 [kunt munt kristu, 2/3] (Le comte de Monte-Cristo #2/3) (كونت مونت كريستو)","","","","1846","","4.56","1503","",""
"10","Alexandre Dumas","Classic Fiction","4.381","كونت مونت كريستو #3 [kunt munt kristu, 3/3] (Le comte de Monte-Cristo #3/3) (كونت مونت كريستو)","","","","1846","","4.65","1859","",""
"10","Alexandre Dumas","Classic Fiction","4.381","‫كونت مونت كريستو‬ 1# [Count of Monte Cristo, vol. 1 of 3]","","","","1846","","4.55","2058","",""
"10","Alexandre Dumas","Classic Fiction","4.381","Il visconte di Bragelonne","Trilogie des mousquetaires","3","4.17","1850","","4.17","1386","",""
"11","Will Wight","Fantasy","4.346","House of Blades","Traveler's Gate","1","4.14","2013","","4.07","18600","",""
"11","Will Wight","Fantasy","4.346","The Crimson Vault","Traveler's Gate","2","4.14","2013","","4.18","14083","",""
"11","Will Wight","Fantasy","4.346","City of Light","Traveler's Gate","3","4.14","2014","","4.17","12520","",""
"11","Will Wight","Fantasy","4.346","Tower of Winter","Traveler's Gate Chronicles","1","4.276","2013","","4.1","1208","",""
"11","Will Wight","Fantasy","4.346","Gardens of Mist","Traveler's Gate Chronicles","2","4.276","2013","","4.12","1036","",""
"11","Will Wight","Fantasy","4.346","The Lightning Wastes","Traveler's Gate Chronicles","3","4.276","2014","","4.21","1011","",""
"11","Will Wight","Fantasy","4.346","The White Flame","Traveler's Gate Chronicles","3.1","4.276","2018","","4.14","21","",""
"11","Will Wight","Fantasy","4.346","The Incarnation's Daughter","Traveler's Gate Chronicles","3.2","4.276","2016","","4.27","22","",""
"11","Will Wight","Fantasy","4.346","A Collection of Swords","Traveler's Gate Chronicles","3.3","4.276","2016","","4.48","23","",""
"11","Will Wight","Fantasy","4.346","The Reaping Dance","Traveler's Gate Chronicles","3.4","4.276","2016","","4.42","19","",""
"11","Will Wight","Fantasy","4.346","Steel Diplomacy","Traveler's Gate Chronicles","3.5","4.276","2016","","4.47","17","",""
"11","Will Wight","Fantasy","4.346","Of Sea and Shadow","The Elder Empire: Sea","1","4.207","2014","","4.13","5936","",""
"11","Will Wight","Fantasy","4.346","Of Dawn and Darkness","The Elder Empire: Sea","2","4.207","2015","","4.18","4172","",""
"11","Will Wight","Fantasy","4.346","Of Kings and Killers","The Elder Empire: Sea","3","4.207","2020","","4.31","3369","",""
"11","Will Wight","Fantasy","4.346","Of Shadow and Sea","The Elder Empire: Shadow","1","4.15","2014","","4.03","5726","",""
"11","Will Wight","Fantasy","4.346","Of Darkness and Dawn","The Elder Empire: Shadow","2","4.15","2015","","4.16","4116","",""
"11","Will Wight","Fantasy","4.346","Of Killers and Kings","The Elder Empire: Shadow","3","4.15","2020","","4.26","3115","",""
"11","Will Wight","Fantasy","4.346","Unsouled","Cradle","1","4.508","2016","","4.14","61939","",""
"11","Will Wight","Fantasy","4.346","Soulsmith","Cradle","2","4.508","2016","","4.32","44914","",""
"11","Will Wight","Fantasy","4.346","Blackflame","Cradle","3","4.508","2017","","4.5","41312","",""
"11","Will Wight","Fantasy","4.346","Skysworn","Cradle","4","4.508","2017","","4.37","38790","",""
"11","Will Wight","Fantasy","4.346","Ghostwater","Cradle","5","4.508","2018","","4.55","37794","",""
"11","Will Wight","Fantasy","4.346","Underlord","Cradle","6","4.508","2019","","4.61","36935","",""
"11","Will Wight","Fantasy","4.346","Uncrowned","Cradle","7","4.508","2019","","4.56","35645","",""
"11","Will Wight","Fantasy","4.346","Wintersteel","Cradle","8","4.508","2020","","4.68","34953","",""
"11","Will Wight","Fantasy","4.346","Bloodline","Cradle","9","4.508","2021","","4.49","32475","",""
"11","Will Wight","Fantasy","4.346","Reaper","Cradle","10","4.508","2021","","4.66","31853","",""
"11","Will Wight","Fantasy","4.346","Dreadgod","Cradle","11","4.508","2022","","4.61","28692","",""
"11","Will Wight","Fantasy","4.346","Waybound","Cradle","12","4.508","2023","","4.61","25261","",""
"11","Will Wight","Fantasy","4.346","The Captain","The Last Horizon","1","4.385","2023","","4.27","10141","",""
"11","Will Wight","Fantasy","4.346","The Engineer","The Last Horizon","2","4.385","2023","","4.41","6383","",""
"11","Will Wight","Fantasy","4.346","The Knight","The Last Horizon","3","4.385","2024","","4.45","4845","",""
"11","Will Wight","Fantasy","4.346","The Pilot","The Last Horizon","4","4.385","2025","","4.41","3105","",""
"11","Will Wight","Fantasy","4.346","Threshold: Stories from Cradle","","","","2025","","4.43","5052","",""
"12","Douglas Adams","Science Fiction","4.306","The Hitchhiker's Guide to the Galaxy: Primary Phase","","","","1978","","4.5","2865","",""
"12","Douglas Adams","Science Fiction","4.306","The Hitch Hiker's Guide to the Galaxy: A Trilogy in Five Parts","","","","1979","","4.34","23116","",""
"12","Douglas Adams","Science Fiction","4.306","The Hitchhiker's Guide to the Galaxy: The Secondary Phase","Hitchhiker's Guide: Radio Play","2","4.42","1980","","4.42","1520","",""
"12","Douglas Adams","Science Fiction","4.306","The Restaurant at the End of the Universe","The Hitchhiker's Guide to the Galaxy","2","4.143","1980","","4.19","323845","",""
"12","Douglas Adams","Science Fiction","4.306","Life, the Universe and Everything","The Hitchhiker's Guide to the Galaxy","3","4.143","1982","","4.16","255418","",""
"12","Douglas Adams","Science Fiction","4.306","So Long, and Thanks for All the Fish","The Hitchhiker's Guide to the Galaxy","4","4.143","1984","","4.08","189014","",""
"12","Douglas Adams","Science Fiction","4.306","The Hitchhiker's Trilogy","","","","1985","","4.33","2010","",""
"12","Douglas Adams","Science Fiction","4.306","The Original Hitchhiker Radio Scripts","","","","1985","","4.54","1871","",""
"12","Douglas Adams","Science Fiction","4.306","The Hitchhiker's Guide to the Galaxy: A Trilogy in Four Parts","","","","1986","","4.5","36816","",""
"12","Douglas Adams","Science Fiction","4.306","Dirk Gently's Holistic Detective Agency","Dirk Gently","1","4","1987","","3.97","150695","",""
"12","Douglas Adams","Science Fiction","4.306","The Long Dark Tea-Time of the Soul","Dirk Gently","2","4","1988","","4.03","90281","",""
"12","Douglas Adams","Science Fiction","4.306","The More Than Complete Hitchhiker's Guide","","","","1989","","4.57","3786","",""
"12","Douglas Adams","Science Fiction","4.306","Last Chance to See","","","","1990","","4.32","26618","",""
"12","Douglas Adams","Science Fiction","4.306","The Hitchhiker's Guide to the Galaxy: Tertiary Phase","","","","2004","","4.34","1158","",""
"13","Evan Winter","Fantasy","4.34","The Rage of Dragons","The Burning","1","4.34","2017","","4.3","50535","",""
"13","Evan Winter","Fantasy","4.34","The Fires of Vengeance","The Burning","2","4.34","2020","","4.38","23591","",""
"14","Joe Hill","Horror","4.293","Locke & Key, Vol. 1: Welcome to Lovecraft","","","","2008","","4.15","100807","",""
"14","Joe Hill","Horror","4.293","Locke & Key: Welcome to Lovecraft #1","","","","2008","","4.11","11714","",""
"14","Joe Hill","Horror","4.293","Locke & Key, Vol. 2: Head Games","","","","2009","","4.31","47454","",""
"14","Joe Hill","Horror","4.293","Locke & Key, Vol. 3: Crown of Shadows","","","","2010","","4.39","41137","",""
"14","Joe Hill","Horror","4.293","Locke & Key, Vol. 4: Keys to the Kingdom","","","","2011","","4.37","36913","",""
"14","Joe Hill","Horror","4.293","Locke & Key: The Guide to Known Keys","","","","2011","","4.17","2750","",""
"14","Joe Hill","Horror","4.293","Locke & Key, Vol. 5: Clockworks","","","","2013","","4.46","34927","",""
"14","Joe Hill","Horror","4.293","NOS4A2","","","","2013","","4.07","150417","",""
"14","Joe Hill","Horror","4.293","Locke & Key, Vol. 6: Alpha & Omega","","","","2014","","4.48","32456","",""
"14","Joe Hill","Horror","4.293","Wraith","","","","2014","","4.07","5555","",""
"14","Joe Hill","Horror","4.293","Locke & Key: Master Edition, Volume One","","","","2015","","4.47","1808","",""
"14","Joe Hill","Horror","4.293","Locke & Key: Master Edition, Volume Three","","","","2016","","4.62","1079","",""
"14","Joe Hill","Horror","4.293","Locke & Key: Master Edition, Volume Two","","","","2016","","4.5","1255","",""
"14","Joe Hill","Horror","4.293","Dark Carousel","","","","2018","","4.13","1000","",""
"14","Joe Hill","Horror","4.293","Basketful of Heads","","","","2020","","4.09","7279","",""
"14","Joe Hill","Horror","4.293","Locke & Key: The Golden Age","","","","2022","","4.34","2199","",""
"14","Joe Hill","Horror","4.293","Ushers","","","","2024","","4.2","29797","",""
"14","Joe Hill","Horror","4.293","King Sorrow","","","","2025","","4.35","33403","",""
"15","James Islington","Fantasy","4.322","The Shadow of What Was Lost","The Licanius Trilogy","1","4.247","2014","","4.14","100957","",""
"15","James Islington","Fantasy","4.322","An Echo of Things to Come","The Licanius Trilogy","2","4.247","2017","","4.2","59815","",""
"15","James Islington","Fantasy","4.322","The Light of All That Falls","The Licanius Trilogy","3","4.247","2019","","4.4","46813","",""
"15","James Islington","Fantasy","4.322","The Will of the Many","Hierarchy","1","4.435","2023","","4.57","276671","",""
"15","James Islington","Fantasy","4.322","The Strength of the Few","Hierarchy","2","4.435","2025","","4.3","122706","",""
"16","Simon Stålenhag","Science Fiction","4.27","Tales from the Loop","Tales from the Loop","1","4.28","2014","","4.27","4903","",""
"16","Simon Stålenhag","Science Fiction","4.27","Things from the Flood","Tales from the Loop","2","4.28","2016","","4.29","2524","",""
"16","Simon Stålenhag","Science Fiction","4.27","The Electric State","","","","2017","","4.33","10115","",""
"16","Simon Stålenhag","Science Fiction","4.27","The Labyrinth","","","","2020","","4.19","2138","",""
"17","S.A. Chakraborty","Fantasy","4.32","The City of Brass","The Daevabad Trilogy","1","4.315","2017","","4.14","164818","",""
"17","S.A. Chakraborty","Fantasy","4.32","The Kingdom of Copper","The Daevabad Trilogy","2","4.315","2019","","4.38","97976","",""
"17","S.A. Chakraborty","Fantasy","4.32","The Empire of Gold","The Daevabad Trilogy","3","4.315","2020","","4.49","80838","",""
