"Overall Rank","Author","Genre","Author Average","Title","Series Name","Series Number","Series Average","Publication Year","Pages","Average book rating","Review count","Estimated Reading Start Date","Estimated Reading End Date"
"94","Leo Tolstoy","Classic Fiction","4.175","A Confession","","","","1880","","4.1","21142","",""
"94","Leo Tolstoy","Classic Fiction","4.175","Two Old Men","","","","1885","","4.25","1122","",""
"94","Leo Tolstoy","Classic Fiction","4.175","What Men Live by and Other Tales","","","","1885","","4.1","3195","",""
"94","Leo Tolstoy","Classic Fiction","4.175","Where Love Is, There God Is Also","","","","1885","","4.12","2204","",""
"94","Leo Tolstoy","Classic Fiction","4.175","How Much Land Does a Man Need?","","","","1886","","4.11","20875","",""
"94","Leo Tolstoy","Classic Fiction","4.175","How Much Land Does a Man Need? and Other Stories","","","","1886","","4.17","1199","",""
"94","Leo Tolstoy","Classic Fiction","4.175","The Death of Ivan Ilych","","","","1886","","4.14","252909","",""
"94","Leo Tolstoy","Classic Fiction","4.175","The Death of Ivan Ilych and Other Stories","","","","1886","","4.12","18023","",""
"94","Leo Tolstoy","Classic Fiction","4.175","The Death of Ivan Ilyich and Confession","","","","1886","","4.06","1350","",""
"94","Leo Tolstoy","Classic Fiction","4.175","The Kingdom of God Is Within You","","","","1893","","4.12","4935","",""
"94","Leo Tolstoy","Classic Fiction","4.175","Master And Man","","","","1895","","4","9761","",""
"94","Leo Tolstoy","Classic Fiction","4.175","Resurrection","","","","1899","","4.17","29737","",""
"94","Leo Tolstoy","Classic Fiction","4.175","Great Short Works of Leo Tolstoy","","","","1967","","4.33","2728","",""
"94","Leo Tolstoy","Classic Fiction","4.175","Family Happiness and Other Stories","","","","1973","","4.03","1446","",""
"94","Leo Tolstoy","Classic Fiction","4.175","A Confession and Other Religious Writings","","","","1987","","4.11","1323","",""
"94","Leo Tolstoy","Classic Fiction","4.175","La muerte de Iván Ilich / Hadyi Murad","","","","1993","","4.09","1741","",""
"94","Leo Tolstoy","Classic Fiction","4.175","The Greatest Short Stories of Leo Tolstoy","","","","2008","","4.24","2435","",""
"95","N.K. Jemisin","Fantasy","4.147","The Hundred Thousand Kingdoms","Inheritance","1","4.007","2010","","3.89","83420","",""
"95","N.K. Jemisin","Fantasy","4.147","The Broken Kingdoms","Inheritance","2","4.007","2010","","4.14","40069","",""
"95","N.K. Jemisin","Fantasy","4.147","The Kingdom of Gods","Inheritance","3","4.007","2011","","3.99","30068","",""
"95","N.K. Jemisin","Fantasy","4.147","The Killing Moon","Dreamblood","1","4.12","2012","","3.96","24153","",""
"95","N.K. Jemisin","Fantasy","4.147","The Shadowed Sun","Dreamblood","2","4.12","2012","","4.28","12305","",""
"95","N.K. Jemisin","Fantasy","4.147","Shades in Shadow - An Inheritance Tryptich","The Inheritance Trilogy","0.5, 1.5, 2.5","4.03","2015","","4.05","2633","",""
"95","N.K. Jemisin","Fantasy","4.147","The Awakened Kingdom","The Inheritance Trilogy","3.5","4.03","2014","","4.01","7082","",""
"95","N.K. Jemisin","Fantasy","4.147","The Fifth Season","The Broken Earth","1","4.297","2015","","4.28","351614","",""
"95","N.K. Jemisin","Fantasy","4.147","The Obelisk Gate","The Broken Earth","2","4.297","2016","","4.28","205604","",""
"95","N.K. Jemisin","Fantasy","4.147","The Stone Sky","The Broken Earth","3","4.297","2017","","4.33","175144","",""
"95","N.K. Jemisin","Fantasy","4.147","The Dreamblood Duology","","","","2016","","4.42","2128","",""
"95","N.K. Jemisin","Fantasy","4.147","How Long 'til Black Future Month?","","","","2018","","4.27","18601","",""
"95","N.K. Jemisin","Fantasy","4.147","Far Sector","","","","2019","","4.16","5899","",""
"95","N.K. Jemisin","Fantasy","4.147","Emergency Skin","Forward Collection","3","4","2019","","4","35616","",""
"96","Dan Simmons","Science Fiction","4.107","Prayers to Broken Stones","Hyperion Cantos","0.5","4.083","1990","","3.82","1508","",""
"96","Dan Simmons","Science Fiction","4.107","Hyperion","Hyperion Cantos","1","4.083","1989","","4.28","315589","",""
"96","Dan Simmons","Science Fiction","4.107","The Fall of Hyperion","Hyperion Cantos","2","4.083","1990","","4.25","155886","",""
"96","Dan Simmons","Science Fiction","4.107","Endymion","Hyperion Cantos","3","4.083","1996","","4.19","73706","",""
"96","Dan Simmons","Science Fiction","4.107","The Rise of Endymion","Hyperion Cantos","4","4.083","1997","","4.16","67618","",""
"96","Dan Simmons","Science Fiction","4.107","Orphans of the Helix","Hyperion Cantos","4.5","4.083","1999","","3.8","1125","",""
"96","Dan Simmons","Science Fiction","4.107","Ilium","Ilium","1","4.007","2003","","4.04","33160","",""
"96","Dan Simmons","Science Fiction","4.107","Ilium: La rivolta","Ilium","1B","4.007","2003","","4.02","318","",""
"96","Dan Simmons","Science Fiction","4.107","Olympos","Ilium","2","4.007","2005","","3.96","21108","",""
"96","Dan Simmons","Science Fiction","4.107","The Terror","","","","2007","","4.09","78356","",""
"96","Dan Simmons","Science Fiction","4.107","Hyperion / The Fall of Hyperion / Endymion / Rise of Endymion","","","","2013","","4.57","2239","",""
"97","Garth Nix","Fantasy","4.144","Sabriel","Abhorsen","1","4.066","1995","","4.16","221352","",""
"97","Garth Nix","Fantasy","4.144","Lirael","Abhorsen","2","4.066","2001","","4.29","125261","",""
"97","Garth Nix","Fantasy","4.144","Abhorsen","Abhorsen","3","4.066","2003","","4.25","129496","",""
"97","Garth Nix","Fantasy","4.144","Across the Wall: A Tale of the Abhorsen and Other Stories","Abhorsen","3.5","4.066","2005","","3.81","16635","",""
"97","Garth Nix","Fantasy","4.144","The Creature in the Case","Abhorsen","3.5","4.066","2005","","3.94","5210","",""
"97","Garth Nix","Fantasy","4.144","Clariel","Abhorsen","4","4.066","2014","","3.89","31028","",""
"97","Garth Nix","Fantasy","4.144","Goldenhand","Abhorsen","5","4.066","2016","","4.12","19702","",""
"97","Garth Nix","Fantasy","4.144","Blood Ties","Spirit Animals","3","4.17","2014","","4.17","10642","",""
"97","Garth Nix","Fantasy","4.144","The Old Kingdom Collection: Sabriel, Lirael, Abhorsen, Clariel (Abhorsen 1-4)","","","","2014","","4.63","1030","",""
"97","Garth Nix","Fantasy","4.144","Terciel and Elinor","The Old Kingdom","6","4.18","2021","","4.18","8417","",""
"98","Christopher Buehlman","Horror","4.165","Between Two Fires","","","","2012","","4.18","95029","",""
"98","Christopher Buehlman","Horror","4.165","The Lesser Dead","","","","2014","","4.07","10865","",""
"98","Christopher Buehlman","Horror","4.165","The Daughters' War","Blacktongue","0","4.205","2024","","4.22","14898","",""
"98","Christopher Buehlman","Horror","4.165","The Blacktongue Thief","Blacktongue","1","4.205","2021","","4.19","52342","",""
"99","William Goldman","Fantasy","4.135","The Princess Bride","","","","1973","","4.27","961551","",""
"99","William Goldman","Fantasy","4.135","Marathon Man","","","","1974","","4.11","21918","",""
"99","William Goldman","Fantasy","4.135","Adventures in the Screen Trade: A Personal View of Hollywood and Screenwriting","","","","1983","","4.13","8652","",""
"99","William Goldman","Fantasy","4.135","Which Lie Did I Tell?: More Adventures in the Screen Trade","","","","2000","","4.03","2871","",""
"100","Michael Crichton","Science Fiction","4.107","Jurassic Park / Congo","","","","1993","","4.04","2374","",""
"100","Michael Crichton","Science Fiction","4.107","Congo / Sphere / Eaters of the Dead","","","","1994","","4.02","1095","",""
"100","Michael Crichton","Science Fiction","4.107","Michael Crichton's Jurassic World: Jurassic Park / The Lost World","","","","1997","","4.26","11658","",""
"101","Philip Pullman","Fantasy","4.12","Dæmon Voices","","","","2017","","4.12","2748","",""
"102","John Connolly","Mystery","4.165","Every Dead Thing","Charlie Parker","1","4.172","1999","","3.95","34688","",""
"102","John Connolly","Mystery","4.165","Dark Hollow","Charlie Parker","2","4.172","2000","","4.15","16456","",""
"102","John Connolly","Mystery","4.165","The Killing Kind","Charlie Parker","3","4.172","2001","","4.22","15001","",""
"102","John Connolly","Mystery","4.165","The White Road","Charlie Parker","4","4.172","2003","","4.15","10944","",""
"102","John Connolly","Mystery","4.165","Más allá del espejo","Charlie Parker","4.5","4.172","2004","","3.73","650","",""
"102","John Connolly","Mystery","4.165","The Black Angel","Charlie Parker","5","4.172","2005","","4.16","11409","",""
"102","John Connolly","Mystery","4.165","The Unquiet","Charlie Parker","6","4.172","2007","","4.16","11289","",""
"102","John Connolly","Mystery","4.165","The Reapers","Charlie Parker","7","4.172","2008","","4.1","9188","",""
"102","John Connolly","Mystery","4.165","The Lovers","Charlie Parker","8","4.172","2009","","4.2","10308","",""
"102","John Connolly","Mystery","4.165","The Whisperers","Charlie Parker","9","4.172","2010","","4.08","8269","",""
"102","John Connolly","Mystery","4.165","The Burning Soul","Charlie Parker","10","4.172","2011","","4.13","8026","",""
"102","John Connolly","Mystery","4.165","The Wrath of Angels","Charlie Parker","11","4.172","2012","","4.2","7941","",""
"102","John Connolly","Mystery","4.165","The Wolf in Winter","Charlie Parker","12","4.172","2014","","4.23","8521","",""
"102","John Connolly","Mystery","4.165","A Song of Shadows","Charlie Parker","13","4.172","2015","","4.34","7842","",""
"102","John Connolly","Mystery","4.165","A Time of Torment","Charlie Parker","14","4.172","2016","","4.33","7546","",""
"102","John Connolly","Mystery","4.165","A Game of Ghosts","Charlie Parker","15","4.172","2017","","4.24","7455","",""
"102","John Connolly","Mystery","4.165","The Woman in the Woods","Charlie Parker","16","4.172","2018","","4.13","9783","",""
"102","John Connolly","Mystery","4.165","A Book of Bones","Charlie Parker","17","4.172","2019","","4.19","6650","",""
"102","John Connolly","Mystery","4.165","The Dirty South","Charlie Parker","18","4.172","2020","","4.19","9790","",""
"102","John Connolly","Mystery","4.165","The Nameless Ones","Charlie Parker","19","4.172","2021","","4.17","6751","",""
"102","John Connolly","Mystery","4.165","The Furies","Charlie Parker","20","4.172","2022","","4.12","6082","",""
"102","John Connolly","Mystery","4.165","The Instruments of Darkness","Charlie Parker","21","4.172","2024","","4.36","6632","",""
"102","John Connolly","Mystery","4.165","The Children of Eve","Charlie Parker","22","4.172","2025","","4.09","4400","",""
"102","John Connolly","Mystery","4.165","A River Red with Blood","Charlie Parker","23","4.172","2026","","4.5","2928","",""
"102","John Connolly","Mystery","4.165","Bad Men","","","","2003","","4.01","5554","",""
"102","John Connolly","Mystery","4.165","The Museum of Literary Souls","","","","2013","","4.16","1970","",""
"103","Marion Zimmer Bradley","Fantasy","4.119","The Catch Trap","","","","1979","","4.18","1979","",""
"103","Marion Zimmer Bradley","Fantasy","4.119","A Senhora da Magia","As Brumas de Avalon","1","4.1","1982","","4.1","6025","",""
"103","Marion Zimmer Bradley","Fantasy","4.119","Hawkmistress!","","","","1982","","4","4523","",""
"103","Marion Zimmer Bradley","Fantasy","4.119","The High Queen","The Mists of Avalon","2","4.16","1982","","4.15","7657","",""
"103","Marion Zimmer Bradley","Fantasy","4.119","The King Stag","The Mists of Avalon","3","4.16","1982","","4.17","6318","",""
"103","Marion Zimmer Bradley","Fantasy","4.119","The Prisoner in the Oak","The Mists of Avalon","4","4.16","1982","","4.16","5738","",""
"103","Marion Zimmer Bradley","Fantasy","4.119","The Firebrand","","","","1987","","4.07","11580","",""
"104","Nnedi Okorafor","Science Fiction","4.106","Zahrah the Windseeker","","","","2005","","4.16","2755","",""
"104","Nnedi Okorafor","Science Fiction","4.106","Akata Witch","The Nsibidi Scripts","1","4.143","2011","","4.02","39093","",""
"104","Nnedi Okorafor","Science Fiction","4.106","Akata Warrior","The Nsibidi Scripts","2","4.143","2017","","4.22","14722","",""
"104","Nnedi Okorafor","Science Fiction","4.106","Akata Woman","The Nsibidi Scripts","3","4.143","2022","","4.19","5167","",""
"104","Nnedi Okorafor","Science Fiction","4.106","Binti: The Complete Trilogy","","","","2019","","4.01","7279","",""
"104","Nnedi Okorafor","Science Fiction","4.106","Broken Places & Outer Spaces: Finding Creativity in the Unexpected","","","","2019","","4.1","2244","",""
"104","Nnedi Okorafor","Science Fiction","4.106","She Who Knows","She Who Knows","1","4.075","2024","","4.03","2544","",""
"104","Nnedi Okorafor","Science Fiction","4.106","One Way Witch","She Who Knows","2","4.075","2025","","4.12","647","",""
"105","Margaret Weis","Fantasy","4.118","Dragons of Autumn Twilight","Dragonlance: Chronicles","1","4.103","1984","","4.01","123946","",""
"105","Margaret Weis","Fantasy","4.118","Dragons of Winter Night","Dragonlance: Chronicles","2","4.103","1985","","4.15","55610","",""
"105","Margaret Weis","Fantasy","4.118","Dragons of Spring Dawning","Dragonlance: Chronicles","3","4.103","1985","","4.15","62127","",""
"105","Margaret Weis","Fantasy","4.118","Time of the Twins","Dragonlance: Legends","1","4.183","1986","","4.18","39367","",""
"105","Margaret Weis","Fantasy","4.118","War of the Twins","Dragonlance: Legends","2","4.183","1986","","4.16","32958","",""
"105","Margaret Weis","Fantasy","4.118","Test of the Twins","Dragonlance: Legends","3","4.183","1986","","4.21","32129","",""
"105","Margaret Weis","Fantasy","4.118","Dragon Wing","The Death Gate Cycle","1","4.073","1990","","3.98","30164","",""
"105","Margaret Weis","Fantasy","4.118","Elven Star","The Death Gate Cycle","2","4.073","1990","","4","19591","",""
"105","Margaret Weis","Fantasy","4.118","Fire Sea","The Death Gate Cycle","3","4.073","1991","","4.09","19962","",""
"105","Margaret Weis","Fantasy","4.118","Serpent Mage","The Death Gate Cycle","4","4.073","1992","","4.1","22615","",""
"105","Margaret Weis","Fantasy","4.118","The Hand of Chaos","The Death Gate Cycle","5","4.073","1993","","4.08","19349","",""
"105","Margaret Weis","Fantasy","4.118","Into the Labyrinth","The Death Gate Cycle","6","4.073","1993","","4.13","21557","",""
"105","Margaret Weis","Fantasy","4.118","The Seventh Gate","The Death Gate Cycle","7","4.073","1994","","4.13","19381","",""
"105","Margaret Weis","Fantasy","4.118","The Soulforge","Dragonlance: Raistlin Chronicles","1","4.14","1997","","4.19","11856","",""
"105","Margaret Weis","Fantasy","4.118","Brothers in Arms","Dragonlance: Raistlin Chronicles","2","4.14","1999","","4.09","8119","",""
"105","Margaret Weis","Fantasy","4.118","Dragons of the Dwarven Depths","Dragonlance: The Lost Chronicles","1","4.127","2006","","4.04","7025","",""
"105","Margaret Weis","Fantasy","4.118","Dragons of the Highlord Skies","Dragonlance: The Lost Chronicles","2","4.127","2007","","4.09","5559","",""
"105","Margaret Weis","Fantasy","4.118","Dragons of the Hourglass Mage","Dragonlance: The Lost Chronicles","3","4.127","2009","","4.25","4981","",""
"105","Margaret Weis","Fantasy","4.118","Dragons of Fate","","","","2023","","4.22","1563","",""
"106","Colson Whitehead","Historical Fiction","4.155","The Underground Railroad","","","","2016","","4.06","457436","",""
"106","Colson Whitehead","Historical Fiction","4.155","The Nickel Boys","","","","2019","","4.25","322875","",""
"107","Anne McCaffrey","Fantasy","4.115","Dragonflight","Dragonriders of Pern","1","4.085","1968","","4.07","145720","",""
"107","Anne McCaffrey","Fantasy","4.115","Dragonquest","Dragonriders of Pern","2","4.085","1971","","4.1","53881","",""
"107","Anne McCaffrey","Fantasy","4.115","The Ship Who Sang","Brainship","1","4.073","1969","","4.04","26785","",""
"107","Anne McCaffrey","Fantasy","4.115","The Ship That Returned","Brainship","1.4","4.073","1999","","4.25","171","",""
"107","Anne McCaffrey","Fantasy","4.115","PartnerShip","Brainship","2","4.073","1992","","3.96","4959","",""
"107","Anne McCaffrey","Fantasy","4.115","The Ship Who Searched","Brainship","3","4.073","1992","","4.12","12163","",""
"107","Anne McCaffrey","Fantasy","4.115","The City Who Fought","Brainship","4","4.073","1993","","4.01","4926","",""
"107","Anne McCaffrey","Fantasy","4.115","The City and The Ship","Brainship","4, #7","4.073","2004","","4.17","1855","",""
"107","Anne McCaffrey","Fantasy","4.115","The Ship Who Won","Brainship","5","4.073","1993","","3.96","4810","",""
"107","Anne McCaffrey","Fantasy","4.115","The Smallest Dragonboy","","","","1973","","4.28","5263","",""
"107","Anne McCaffrey","Fantasy","4.115","To Ride Pegasus","The Talent","1","4.14","1973","","4.04","11013","",""
"107","Anne McCaffrey","Fantasy","4.115","Pegasus in Flight","The Talent","2","4.14","1990","","4.19","9167","",""
"107","Anne McCaffrey","Fantasy","4.115","Pegasus in Space","The Talent","3","4.14","2000","","4.19","7334","",""
"107","Anne McCaffrey","Fantasy","4.115","Dragonsong","Harper Hall","1","4.227","1976","","4.26","59679","",""
"107","Anne McCaffrey","Fantasy","4.115","Dragonsinger","Harper Hall","2","4.227","1977","","4.31","49395","",""
"107","Anne McCaffrey","Fantasy","4.115","Dragondrums","Harper Hall","3","4.227","1979","","4.11","38863","",""
"107","Anne McCaffrey","Fantasy","4.115","The White Dragon","The Dragonriders of Pern","3","4.2","1978","","4.2","51470","",""
"107","Anne McCaffrey","Fantasy","4.115","Crystal Singer","Crystal Singer","1","4.103","1982","","4.14","22255","",""
"107","Anne McCaffrey","Fantasy","4.115","Killashandra","Crystal Singer","2","4.103","1985","","4.09","16135","",""
"107","Anne McCaffrey","Fantasy","4.115","Crystal Line","Crystal Singer","3","4.103","1994","","4.08","13101","",""
"107","Anne McCaffrey","Fantasy","4.115","Moreta: Dragonlady of Pern","Pern","7","4.129","1984","","4.04","30259","",""
"107","Anne McCaffrey","Fantasy","4.115","Nerilka's Story","Pern","8","4.129","1987","","3.87","18835","",""
"107","Anne McCaffrey","Fantasy","4.115","Dragonsdawn","Pern","9","4.129","1988","","4.23","42084","",""
"107","Anne McCaffrey","Fantasy","4.115","On Dragonwings: Dragonsdawn / Dragonseye / Moreta","Pern","9, 14, 7","4.129","2003","","4.43","2246","",""
"107","Anne McCaffrey","Fantasy","4.115","The Renegades of Pern","Pern","10","4.129","1989","","3.94","21574","",""
"107","Anne McCaffrey","Fantasy","4.115","All the Weyrs of Pern","Pern","11","4.129","1991","","4.24","27540","",""
"107","Anne McCaffrey","Fantasy","4.115","The Chronicles of Pern: First Fall","Pern","11.5","4.129","1993","","4.08","18388","",""
"107","Anne McCaffrey","Fantasy","4.115","The Dolphins of Pern","Pern","12","4.129","1994","","4.04","19610","",""
"107","Anne McCaffrey","Fantasy","4.115","Dragonseye","Pern","13","4.129","1996","","4.06","15171","",""
"107","Anne McCaffrey","Fantasy","4.115","The Masterharper of Pern","Pern","14","4.129","1998","","4.27","25811","",""
"107","Anne McCaffrey","Fantasy","4.115","Anne McCaffrey Pern Collection","Pern","14, 15, 16","4.129","2002","","4.68","757","",""
"107","Anne McCaffrey","Fantasy","4.115","The Skies of Pern","Pern","15","4.129","2001","","4.13","16623","",""
"107","Anne McCaffrey","Fantasy","4.115","Dragon's Kin","Pern","16","4.129","2003","","3.99","11094","",""
"107","Anne McCaffrey","Fantasy","4.115","Dragon's Fire","Pern","18","4.129","2006","","4.02","10368","",""
"107","Anne McCaffrey","Fantasy","4.115","Dragon Harper","Pern","19","4.129","2007","","4.11","11197","",""
"107","Anne McCaffrey","Fantasy","4.115","Dragon's Time","Pern","22","4.129","2011","","4.01","5597","",""
"107","Anne McCaffrey","Fantasy","4.115","Sky Dragons","Pern","23","4.129","2012","","4.05","5271","",""
"107","Anne McCaffrey","Fantasy","4.115","The Mystery of Ireta: Dinosaur Planet & Dinosaur Planet Survivors","","","","1985","","4.03","1196","",""
"107","Anne McCaffrey","Fantasy","4.115","Nerilka's Story & The Coelura","","","","1987","","4.11","1690","",""
"107","Anne McCaffrey","Fantasy","4.115","The Rowan","The Tower and the Hive","1","4.014","1990","","4.07","18634","",""
"107","Anne McCaffrey","Fantasy","4.115","Damia","The Tower and the Hive","2","4.014","1991","","4.05","13718","",""
"107","Anne McCaffrey","Fantasy","4.115","Damia's Children","The Tower and the Hive","3","4.014","1993","","3.96","11730","",""
"107","Anne McCaffrey","Fantasy","4.115","Lyon's Pride","The Tower and the Hive","4","4.014","1994","","3.98","9530","",""
"107","Anne McCaffrey","Fantasy","4.115","The Tower and the Hive","The Tower and the Hive","5","4.014","1999","","4.01","7481","",""
"107","Anne McCaffrey","Fantasy","4.115","The Wings of Pegasus","","","","1990","","4.23","1637","",""
"107","Anne McCaffrey","Fantasy","4.115","Generation Warriors","","","","1991","","4","3924","",""
"107","Anne McCaffrey","Fantasy","4.115","The Dolphins' Bell","","","","1993","","4.12","3077","",""
"107","Anne McCaffrey","Fantasy","4.115","An Exchange of Gifts","","","","1995","","4.04","2237","",""
"107","Anne McCaffrey","Fantasy","4.115","No One Noticed the Cat","","","","1996","","4.03","3365","",""
"107","Anne McCaffrey","Fantasy","4.115","A Diversity of Dragons","","","","1997","","4.32","1353","",""
"107","Anne McCaffrey","Fantasy","4.115","Nimisha's Ship","","","","1998","","4","4310","",""
"107","Anne McCaffrey","Fantasy","4.115","Runner of Pern","","","","1998","","4.17","1067","",""
"107","Anne McCaffrey","Fantasy","4.115","A Gift of Dragons","","","","2002","","4.24","6948","",""
"108","Arthur C. Clarke","Science Fiction","4.103","Childhood’s End","","","","1953","","4.12","177939","",""
"108","Arthur C. Clarke","Science Fiction","4.103","The Star","","","","1955","","4.07","2595","",""
"108","Arthur C. Clarke","Science Fiction","4.103","The City and the Stars","","","","1956","","4.07","37253","",""
"108","Arthur C. Clarke","Science Fiction","4.103","The Other Side Of The Sky","","","","1958","","4.01","2504","",""
"108","Arthur C. Clarke","Science Fiction","4.103","The Nine Billion Names of God","","","","1967","","4.05","9406","",""
"108","Arthur C. Clarke","Science Fiction","4.103","The Collected Stories of Arthur C. Clarke","","","","2000","","4.3","6453","",""
"109","Terry Brooks","Fantasy","4.108","In the Shadow of the Warlock Lord","The Sword of Shannara","1","4.157","1977","","4.1","9138","",""
"109","Terry Brooks","Fantasy","4.108","The Druids' Keep","The Sword of Shannara","2","4.157","1977","","4.17","4044","",""
"109","Terry Brooks","Fantasy","4.108","The Secret of the Sword","The Sword of Shannara","3","4.157","1977","","4.2","2184","",""
"109","Terry Brooks","Fantasy","4.108","The Scions of Shannara","Heritage of Shannara","1","4.037","1990","","4.01","34740","",""
"109","Terry Brooks","Fantasy","4.108","The Druid of Shannara","Heritage of Shannara","2","4.037","1991","","4.04","34339","",""
"109","Terry Brooks","Fantasy","4.108","The Elf Queen of Shannara","Heritage of Shannara","3","4.037","1992","","4.06","33188","",""
"109","Terry Brooks","Fantasy","4.108","The Talismans of Shannara","Heritage of Shannara","4","4.037","1993","","4.04","41287","",""
"109","Terry Brooks","Fantasy","4.108","Running with the Demon","Word & Void","1","4.06","1997","","3.99","29820","",""
"109","Terry Brooks","Fantasy","4.108","A Knight of the Word","Word & Void","2","4.06","1998","","4.07","16272","",""
"109","Terry Brooks","Fantasy","4.108","Angel Fire East","Word & Void","3","4.06","1999","","4.12","14028","",""
"109","Terry Brooks","Fantasy","4.108","The Sword of the Shannara and The Elfstones of Shannara","","","","1998","","4.12","6628","",""
"109","Terry Brooks","Fantasy","4.108","The World of Shannara","","","","2001","","4.13","1262","",""
"109","Terry Brooks","Fantasy","4.108","Jarka Ruus","High Druid of Shannara","1","4.013","2003","","3.98","15000","",""
"109","Terry Brooks","Fantasy","4.108","Tanequil","High Druid of Shannara","2","4.013","2004","","4","13376","",""
"109","Terry Brooks","Fantasy","4.108","Straken","High Druid of Shannara","3","4.013","2005","","4.06","12979","",""
"109","Terry Brooks","Fantasy","4.108","Sometimes the Magic Works: Lessons from a Writing Life","","","","2003","","4.16","1700","",""
"109","Terry Brooks","Fantasy","4.108","Armageddon's Children","Genesis of Shannara","1","4.14","2006","","4.12","17761","",""
"109","Terry Brooks","Fantasy","4.108","The Elves of Cintra","Genesis of Shannara","2","4.14","2007","","4.13","16122","",""
"109","Terry Brooks","Fantasy","4.108","The Gypsy Morph","Genesis of Shannara","3","4.14","2008","","4.17","14615","",""
"109","Terry Brooks","Fantasy","4.108","Star Wars: The Prequel Trilogy","","","","2006","","4.24","1935","",""
"109","Terry Brooks","Fantasy","4.108","Bearers of the Black Staff","Legends of Shannara","1","4.07","2010","","4.07","11208","",""
"109","Terry Brooks","Fantasy","4.108","The Measure of the Magic","Legends of Shannara","2","4.07","2011","","4.07","9302","",""
"109","Terry Brooks","Fantasy","4.108","The High Druid of Shannara Trilogy","","","","2011","","4.39","1877","",""
"109","Terry Brooks","Fantasy","4.108","Allanon's Quest","Paladins of Shannara","1","4.073","2012","","4.09","3544","",""
"109","Terry Brooks","Fantasy","4.108","The Weapons Master's Choice","Paladins of Shannara","2","4.073","2013","","4.11","2689","",""
"109","Terry Brooks","Fantasy","4.108","The Black Irix","Paladins of Shannara","3","4.073","2013","","4.02","2315","",""
"109","Terry Brooks","Fantasy","4.108","Wards of Faerie","The Dark Legacy of Shannara","1","4.06","2012","","4.05","8745","",""
"109","Terry Brooks","Fantasy","4.108","Bloodfire Quest","The Dark Legacy of Shannara","2","4.06","2012","","4.05","7027","",""
"109","Terry Brooks","Fantasy","4.108","Witch Wraith","The Dark Legacy of Shannara","3","4.06","2013","","4.08","6535","",""
"109","Terry Brooks","Fantasy","4.108","The Black Elfstone","The Fall of Shannara","1","4.17","2017","","4.16","5483","",""
"109","Terry Brooks","Fantasy","4.108","The Skaar Invasion","The Fall of Shannara","2","4.17","2018","","4.16","3972","",""
"109","Terry Brooks","Fantasy","4.108","The Stiehl Assassin","The Fall of Shannara","3","4.17","2019","","4.13","3249","",""
"109","Terry Brooks","Fantasy","4.108","The Last Druid","The Fall of Shannara","4","4.17","2020","","4.23","3188","",""
"109","Terry Brooks","Fantasy","4.108","Galaphile","The First Druids of Shannara","1","4.16","2025","","4.16","1686","",""
"110","Charles Dickens","Classic Fiction","4.144","A Christmas Carol","","","","1843","","4.09","960119","",""
"110","Charles Dickens","Classic Fiction","4.144","A Christmas Carol / The Chimes / The Cricket on the Hearth","","","","1843","","4.14","59207","",""
"110","Charles Dickens","Classic Fiction","4.144","A Christmas Carol and Other Christmas Writings","","","","1843","","4.14","40797","",""
"110","Charles Dickens","Classic Fiction","4.144","David Copperfield","","","","1850","","4.05","265401","",""
"110","Charles Dickens","Classic Fiction","4.144","Bleak House","","","","1853","","4.02","116482","",""
"110","Charles Dickens","Classic Fiction","4.144","Little Dorrit","","","","1857","","4","50447","",""
"110","Charles Dickens","Classic Fiction","4.144","A Tale of Two Cities / Great Expectations","","","","1859","","4.02","17613","",""
"110","Charles Dickens","Classic Fiction","4.144","Five Novels: Oliver Twist, A Christmas Carol, David Copperfield, A Tale of Two Cities, Great Expectations","","","","1861","","4.26","4263","",""
"110","Charles Dickens","Classic Fiction","4.144","Four Complete Novels","","","","1861","","4.3","3559","",""
"110","Charles Dickens","Classic Fiction","4.144","Our Mutual Friend","","","","1865","","4.09","31954","",""
"110","Charles Dickens","Classic Fiction","4.144","The Complete Works of Charles Dickens","","","","1868","","4.43","1683","",""
"110","Charles Dickens","Classic Fiction","4.144","The Life of Our Lord: Written for His Children During the Years 1846 to 1849","","","","1934","","4.04","3084","",""
"110","Charles Dickens","Classic Fiction","4.144","Charles Dickens: The Complete Novels","","","","1986","","4.29","1149","",""
"111","Peter S. Beagle","Fantasy","4.105","The Last Unicorn","The Last Unicorn","1","4.123","1968","","4.16","126925","",""
"111","Peter S. Beagle","Fantasy","4.105","Ostatni jednorożec","The Last Unicorn","1, #1.5","4.123","1968","","4.04","430","",""
"111","Peter S. Beagle","Fantasy","4.105","Two Hearts","The Last Unicorn","1.5","4.123","2005","","4.17","2426","",""
"111","Peter S. Beagle","Fantasy","4.105","Tamsin","","","","1999","","4.05","4149","",""
"112","qntm","Science Fiction","4.098","Valuable Humans in Transit and Other Stories","","","","2006","","4.22","3577","",""
"112","qntm","Science Fiction","4.098","Fine Structure","","","","2010","","4.03","1901","",""
"112","qntm","Science Fiction","4.098","Ed","","","","2013","","4.06","1234","",""
"112","qntm","Science Fiction","4.098","Ra","","","","2014","","4.08","2985","",""
"113","Peter V. Brett","Fantasy","4.105","The Warded Man","Demon Cycle","1","4.072","2008","","4.24","133719","",""
